ID;Name;Level;Element1;Element2;Health;Abilities
M3_MOUNTAIN_M3H15_76;Donna;76;Air;Fire;180;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_MOUNTAIN_M3H15_81;Donna;81;Air;Fire;185;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_MOUNTAIN_M3H15_86;Donna;86;Air;Fire;190;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_MOUNTAIN_M3H15_91;Donna;91;Air;Fire;195;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_MOUNTAIN_M3H15_96;Donna;96;Air;Fire;200;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_MOUNTAIN_M3H21_60;Falconer;60;Earth;Air;165;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_65;Falconer;65;Earth;Air;170;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_70;Falconer;70;Earth;Air;175;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_75;Falconer;75;Earth;Air;180;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_80;Falconer;80;Earth;Air;185;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_85;Falconer;85;Earth;Air;190;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_90;Falconer;90;Earth;Air;195;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_M3H21_95;Falconer;95;Earth;Air;200;Whenever you play an allied Bird, you draw a Hunter.|20{r}: You draw a Bird.|Allied Hunters gain +5{h}.|Allied Birds gain +5{h}.|10{r}: Destroy all allied crystals in the top and bottom row.
M3_MOUNTAIN_DAWNDANCER_FLY_10;Dawndancer Fly;10;Air;Light;110;
M3_MOUNTAIN_DAWNDANCER_FLY_30;Dawndancer Fly;30;Air;Light;150;
M3_MOUNTAIN_DAWNDANCER_FLY_50;Dawndancer Fly;50;Air;Light;190;
M3_MOUNTAIN_DAWNDANCER_FLY_70;Dawndancer Fly;70;Air;Light;230;
M3_MOUNTAIN_DAWNDANCER_FLY_90;Dawndancer Fly;90;Air;Light;260;
M3_MOUNTAIN_PELICAN_13;Pelican;13;Air;Water;110;
M3_MOUNTAIN_PELICAN_33;Pelican;33;Air;Water;150;
M3_MOUNTAIN_PELICAN_53;Pelican;53;Air;Water;190;
M3_MOUNTAIN_PELICAN_73;Pelican;73;Air;Water;230;
M3_MOUNTAIN_PELICAN_93;Pelican;93;Air;Water;275;
M3_MOUNTAIN_DUSKCHASER_MOTH_16;Duskchaser Moth;16;Air;Darkness;120;
M3_MOUNTAIN_DUSKCHASER_MOTH_36;Duskchaser Moth;36;Air;Darkness;160;
M3_MOUNTAIN_DUSKCHASER_MOTH_56;Duskchaser Moth;56;Air;Darkness;200;
M3_MOUNTAIN_DUSKCHASER_MOTH_76;Duskchaser Moth;76;Air;Darkness;230;
M3_MOUNTAIN_DUSKCHASER_MOTH_96;Duskchaser Moth;96;Air;Darkness;290;
M3_MOUNTAIN_PHEENIX_19;Pheenix;19;Air;Fire;120;
M3_MOUNTAIN_PHEENIX_39;Pheenix;39;Air;Fire;160;
M3_MOUNTAIN_PHEENIX_59;Pheenix;59;Air;Fire;200;
M3_MOUNTAIN_PHEENIX_79;Pheenix;79;Air;Fire;230;
M3_MOUNTAIN_PHEENIX_99;Pheenix;99;Air;Fire;305;
M3_MOUNTAIN_HALLIA_22;Hallia;22;Air;None;150;
M3_MOUNTAIN_HALLIA_41;Hallia;41;Air;None;175;
M3_MOUNTAIN_HALLIA_60;Hallia;60;Air;None;200;
M3_MOUNTAIN_HALLIA_81;Hallia;81;Air;None;225;
M3_MOUNTAIN_HALLIA_97;Hallia;97;Air;None;250;
M3C_BONUS_ROOM_SKYFOLK_RANDOM;Mountainroot Bazaar;1;Air;None;999;Countdown 6|Whenever the countdown reaches zero, you lose the game.|At the start of your turn, put all allied troops on the bottom of their owner's deck. Put a random allied troop in the Deck on a random empty allied field. Put a random allied troop in the Deck on a random empty allied field. Put a random allied troop in the Deck on a random empty allied field. The {h} of all allied troops becomes five.
M3C_BONUS_ROOM_FARDAL_RANDOM;Capsized Trade Ship;1;Water;None;999;Countdown 10|Whenever the countdown reaches zero, you lose the game.|At the start of your turn, put a random allied troop in the Deck on a random empty allied field.
M3_MOUNTAIN_SKYFOLK_COURIER_1;Skyfolk Courier;1;Air;None;80;
M3_MOUNTAIN_STORMBREWER_3;Stormbrewer;3;Air;None;90;At the start of your turn, your hero gains 5 {r}.
M3_MOUNTAIN_COASTAL_FISHER_5;Coastal Fisher;5;Air;Water;100;Whenever you swipe a chain with 10 or more crystals, you draw a water card.
M3_MOUNTAIN_SEADRAKES_WINDMAKER_7;Seadrake's Windmaker;7;Air;None;110;At the start of your turn, your hero gains +10 {ap}.
M3_MOUNTAIN_LETHE_MYSTIC_9;Lethe Mystic;9;Air;None;125;Whenever you swipe an air chain, heal 1 {h} from all allied troops.
M3_MOUNTAIN_VASCO_CARTOGRAPH_11;Vasco, Cartograph;11;Air;None;110;Whenever you swipe a chain with 8 or more crystals in a circle, you create a random Map from the Relegatia set in your hand.
M3_MOUNTAIN_IANTHE_EVENINGS_HERALD_13;Ianthe, Evening's Herald;13;Air;Darkness;110;At the start of your turn, transform a random allied {l} into {D}.
M3_MOUNTAIN_RYMIL_FARSEEKER_15;Rymil, Farseeker;15;Air;Earth;130;Whenever you play a Map, your hero gains 5 {r}.
M3_MOUNTAIN_DAINA_HEAVENLY_VIOLINIST_17;Daina, Heavenly Violinist;17;Air;Fire;120;You need 10 {r} less to draw a card.
M3_MOUNTAIN_MAKKARIUS_DREYHAND_19;Makkarius Dreyhand;19;Air;None;130;Whenever an action is played by anyone, deal one damage to the enemy hero.
M3_MOUNTAIN_SKYFOLK_COURIER_21;Skyfolk Courier;21;Air;None;150;
M3_MOUNTAIN_STORMBREWER_23;Stormbrewer;23;Air;None;150;At the start of your turn, your hero gains 5 {r}.
M3_MOUNTAIN_COASTAL_FISHER_25;Coastal Fisher;25;Air;Water;145;Whenever you swipe a chain with 10 or more crystals, you draw a water card.
M3_MOUNTAIN_SEADRAKES_WINDMAKER_27;Seadrake's Windmaker;27;Air;None;150;At the start of your turn, your hero gains +10 {ap}.
M3_MOUNTAIN_LETHE_MYSTIC_29;Lethe Mystic;29;Air;None;175;Whenever you swipe an air chain, heal 2 {h} from all allied troops.
M3_MOUNTAIN_VASCO_CARTOGRAPH_31;Vasco, Cartograph;31;Air;None;160;Whenever you swipe a chain with 8 or more crystals in a circle, you create a random Map from the Relegatia set in your hand.
M3_MOUNTAIN_IANTHE_EVENINGS_HERALD_33;Ianthe, Evening's Herald;33;Air;Darkness;170;At the start of your turn, transform a random allied {l} into {D}.
M3_MOUNTAIN_RYMIL_FARSEEKER_35;Rymil, Farseeker;35;Air;Earth;180;Whenever you play a Map, your hero gains 10 {r}.
M3_MOUNTAIN_DAINA_HEAVENLY_VIOLINIST_37;Daina, Heavenly Violinist;37;Air;Fire;160;You need 10 {r} less to draw a card.
M3_MOUNTAIN_MAKKARIUS_DREYHAND_39;Makkarius Dreyhand;39;Air;None;170;Whenever an action is played by anyone, deal two damage to the enemy hero.
M3_MOUNTAIN_SKYFOLK_COURIER_41;Skyfolk Courier;41;Air;None;200;
M3_MOUNTAIN_STORMBREWER_43;Stormbrewer;43;Air;None;210;At the start of your turn, your hero gains 5 {r}.
M3_MOUNTAIN_COASTAL_FISHER_45;Coastal Fisher;45;Air;Water;190;Whenever you swipe a chain with 10 or more crystals, you draw a water card.
M3_MOUNTAIN_SEADRAKES_WINDMAKER_47;Seadrake's Windmaker;47;Air;None;210;At the start of your turn, your hero gains +10 {ap}.
M3_MOUNTAIN_LETHE_MYSTIC_49;Lethe Mystic;49;Air;None;225;Whenever you swipe an air chain, heal 3 {h} from all allied troops.
M3_MOUNTAIN_VASCO_CARTOGRAPH_51;Vasco, Cartograph;51;Air;None;210;Whenever you swipe a chain with 8 or more crystals in a circle, you create a random Map from the Relegatia set in your hand.
M3_MOUNTAIN_IANTHE_EVENINGS_HERALD_53;Ianthe, Evening's Herald;53;Air;Darkness;210;At the start of your turn, transform a random allied {l} into {D}.
M3_MOUNTAIN_RYMIL_FARSEEKER_55;Rymil, Farseeker;55;Air;Earth;230;Whenever you play a Map, your hero gains 15 {r}.
M3_MOUNTAIN_DAINA_HEAVENLY_VIOLINIST_57;Daina, Heavenly Violinist;57;Air;Fire;220;You need 10 {r} less to draw a card.
M3_MOUNTAIN_MAKKARIUS_DREYHAND_59;Makkarius Dreyhand;59;Air;None;210;Whenever an action is played by anyone, deal three damage to the enemy hero.
M3_MOUNTAIN_SKYFOLK_COURIER_61;Skyfolk Courier;61;Air;None;250;
M3_MOUNTAIN_STORMBREWER_63;Stormbrewer;63;Air;None;270;At the start of your turn, your hero gains 5 {r}.
M3_MOUNTAIN_COASTAL_FISHER_65;Coastal Fisher;65;Air;Water;235;Whenever you swipe a chain with 10 or more crystals, you draw a water card.
M3_MOUNTAIN_SEADRAKES_WINDMAKER_67;Seadrake's Windmaker;67;Air;None;260;At the start of your turn, your hero gains +10 {ap}.
M3_MOUNTAIN_LETHE_MYSTIC_69;Lethe Mystic;69;Air;None;275;Whenever you swipe an air chain, heal 4 {h} from all allied troops.
M3_MOUNTAIN_VASCO_CARTOGRAPH_71;Vasco, Cartograph;71;Air;None;260;Whenever you swipe a chain with 8 or more crystals in a circle, you create a random Map from the Relegatia set in your hand.
M3_MOUNTAIN_IANTHE_EVENINGS_HERALD_73;Ianthe, Evening's Herald;73;Air;Darkness;250;At the start of your turn, transform a random allied {l} into {D}.
M3_MOUNTAIN_RYMIL_FARSEEKER_75;Rymil, Farseeker;75;Air;Earth;280;Whenever you play a Map, your hero gains 20 {r}.
M3_MOUNTAIN_DAINA_HEAVENLY_VIOLINIST_77;Daina, Heavenly Violinist;77;Air;Fire;270;You need 10 {r} less to draw a card.
M3_MOUNTAIN_MAKKARIUS_DREYHAND_79;Makkarius Dreyhand;79;Air;None;250;Whenever an action is played by anyone, deal four damage to the enemy hero.
M3_MOUNTAIN_SKYFOLK_COURIER_81;Skyfolk Courier;81;Air;None;300;
M3_MOUNTAIN_STORMBREWER_83;Stormbrewer;83;Air;None;330;At the start of your turn, your hero gains 5 {r}.
M3_MOUNTAIN_COASTAL_FISHER_85;Coastal Fisher;85;Air;Water;280;Whenever you swipe a chain with 10 or more crystals, you draw a water card.
M3_MOUNTAIN_SEADRAKES_WINDMAKER_87;Seadrake's Windmaker;87;Air;None;310;At the start of your turn, your hero gains +10 {ap}.
M3_MOUNTAIN_LETHE_MYSTIC_89;Lethe Mystic;89;Air;None;325;Whenever you swipe an air chain, heal 5 {h} from all allied troops.
M3_MOUNTAIN_VASCO_CARTOGRAPH_91;Vasco, Cartograph;91;Air;None;310;Whenever you swipe a chain with 8 or more crystals in a circle, you create a random Map from the Relegatia set in your hand.
M3_MOUNTAIN_IANTHE_EVENINGS_HERALD_93;Ianthe, Evening's Herald;93;Air;Darkness;290;At the start of your turn, transform a random allied {l} into {D}.
M3_MOUNTAIN_RYMIL_FARSEEKER_95;Rymil, Farseeker;95;Air;Earth;330;Whenever you play a Map, your hero gains 25 {r}.
M3_MOUNTAIN_DAINA_HEAVENLY_VIOLINIST_97;Daina, Heavenly Violinist;97;Air;Fire;320;You need 10 {r} less to draw a card.
M3_MOUNTAIN_MAKKARIUS_DREYHAND_99;Makkarius Dreyhand;99;Air;None;290;Whenever an action is played by anyone, deal five damage to the enemy hero.
M3_MOUNTAIN_CHIFFCHAFF_1;Chiffchaff;2;Air;None;70;
M3_MOUNTAIN_RED_KITE_2;Red Kite;2;Air;None;75;
M3_MOUNTAIN_TAME_TOUCAN_3;Tame Toucan;3;Air;None;85;
M3_MOUNTAIN_GIANT_BEE_4;Giant Bee;4;Air;None;80;
M3_MOUNTAIN_ZEPHYRA_90;Zephyra, Prodigy of Trade;90;Air;None;400;At the start of your turn, you discard your hand. You draw three cards.
M3_MOUNTAIN_BOREAS_99;Boreas;99;Air;None;500;At the start of your first turn, reverse gravity.|At the start of your turn, you draw a card for each allied air crystal in the top row.
M3_FOREST_M3H6_5;Rorax;5;Earth;None;110;
M3_FOREST_M3H6_10;Rorax;10;Earth;None;115;10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_15;Rorax;15;Earth;None;120;
M3_FOREST_M3H6_20;Rorax;20;Earth;None;125;If this has 25 or less {h}, this deals double damage.
M3_FOREST_M3H6_25;Rorax;25;Earth;None;130;If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_30;Rorax;30;Earth;None;135;Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.
M3_FOREST_M3H6_35;Rorax;35;Earth;None;140;Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_40;Rorax;40;Earth;None;145;10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_45;Rorax;45;Earth;None;150;10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_50;Rorax;50;Earth;None;155;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_55;Rorax;55;Earth;None;160;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.
M3_FOREST_M3H6_60;Rorax;60;Earth;None;165;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_65;Rorax;65;Earth;None;170;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.
M3_FOREST_M3H6_70;Rorax;70;Earth;None;175;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.
M3_FOREST_M3H6_75;Rorax;75;Earth;None;180;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_80;Rorax;80;Earth;None;185;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_85;Rorax;85;Earth;None;190;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_90;Rorax;90;Earth;None;195;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H6_95;Rorax;95;Earth;None;200;Whenever this is dealt at least 10 damage, you draw a card.|10{r}: For this turn, double the bonus of all allied troops. You can use this ability only if you haven't used it this turn.|Allied troops deal double damage.|If this has 25 or less {h}, this deals double damage.|10{r}: Destroy all crystals in chosen line.
M3_FOREST_M3H16_24;Yadra;24;Earth;Fire;125;The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_29;Yadra;29;Earth;Fire;130;The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.
M3_FOREST_M3H16_34;Yadra;34;Earth;Fire;135;The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_39;Yadra;39;Earth;Fire;140;25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.
M3_FOREST_M3H16_44;Yadra;44;Earth;Fire;145;25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_49;Yadra;49;Earth;Fire;150;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_54;Yadra;54;Earth;Fire;155;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_59;Yadra;59;Earth;Fire;160;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_64;Yadra;64;Earth;Fire;165;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_69;Yadra;69;Earth;Fire;170;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_74;Yadra;74;Earth;Fire;175;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_79;Yadra;79;Earth;Fire;180;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_84;Yadra;84;Earth;Fire;185;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_89;Yadra;89;Earth;Fire;190;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_94;Yadra;94;Earth;Fire;195;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H16_99;Yadra;99;Earth;Fire;200;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_FOREST_M3H18_33;Shihab;33;Earth;Water;135;As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_38;Shihab;38;Earth;Water;140;15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_43;Shihab;43;Earth;Water;145;15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_48;Shihab;48;Earth;Water;150;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_53;Shihab;53;Earth;Water;155;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_58;Shihab;58;Earth;Water;160;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_63;Shihab;63;Earth;Water;165;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_68;Shihab;68;Earth;Water;170;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_73;Shihab;73;Earth;Water;175;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_78;Shihab;78;Earth;Water;180;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_83;Shihab;83;Earth;Water;185;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_88;Shihab;88;Earth;Water;190;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_93;Shihab;93;Earth;Water;195;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H18_98;Shihab;98;Earth;Water;200;Whenever you play a Map, you draw a card.|15{r}: You create a random troop from the Relegatia set in your hand.|As long as there are at least 7 cards in your hand, you can play cards as quick cards.|The cost of troops in your hand is reduced by 3.|15{r}: Destroy all allied crystals.
M3_FOREST_M3H12_42;Toxopheles;42;Darkness;Earth;145;10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_FOREST_M3H12_47;Toxopheles;47;Darkness;Earth;150;10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_FOREST_M3H12_52;Toxopheles;52;Darkness;Earth;155;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_FOREST_M3H12_57;Toxopheles;57;Darkness;Earth;160;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
M3_FOREST_M3H12_62;Toxopheles;62;Darkness;Earth;165;Whenever an enemy poisoned troop is destroyed, transfer all poison from that troop to all enemy troops and heroes.|10{r}: Poison chosen troop for one damage per turn.|Poisoned troops receive double damage.|Whenever enemy troop is damaged by a darkness chain, poison that troop for one damage per turn.|10{r}: Destroy all allied crystals of the enemy hero's elements.
