ID;Name;Rarity;Element;Cost;Type;Subtype;Quick;Health;Abilities
M3R7307;Water of Lethe;Rare;Rainbow;20{r};Action;Potion;True;;Fully heal chosen troop. Remove all abilities from that troop.
M3R7401;Blubellie;Exceptional;Rainbow;30{r};Troop;Bellie;True;15;At the start of your turn, if there are at least 3 allied Bellies, you win the game.
M3R7402;Astral Elixir;Exceptional;Rainbow;30{r};Action;Potion;True;;Fully heal chosen allied troop.
M3R7403;Titania, Virtuoso of Games;Exceptional;Rainbow;70{r};Troop;GoddessOfJoy;True;25;At the start of your turn, if there are no cards in your hand, you create a card of each element in your hand.
M3R7404;Gola the Insatiable;Exceptional;Rainbow;40{r};Troop;GoddessOfSin;True;15;Countdown 7|Whenever the countdown reaches zero, you lose the game.|At the start of your turn, you draw a card.
M3R7405;Time Gate;Exceptional;Rainbow;10{r};Action;None;True;;You get an extra turn. Remove this from the game.
M3R7501;I.R.I.A.D.H.I.S.;Secret;Rainbow;50{r};Troop;AI;True;12;At the start of your turn, add a random card  in your opponent's hand to the encounter rewards.
M3R7502;Repliflecting Mirror;Secret;Rainbow;30{r};Action;None;True;;Remove this from the game. You create a copy of chosen card in your hand.
M3R7561;Reforged Star;Secret;Rainbow;2{r};Action;None;True;;Transform two random allied {n} of your hero's elements into {N}.
M3R7562;Egg Basket;Secret;Rainbow;8{r};Action;None;True;;You create two random Eggs from the Relegatia set in your hand.
M3R7566;Anniversary Cake;Secret;Rainbow;10{r};Action;None;True;;Heal 10 {h} from all troops and heroes.
M3R7568;Harvest Queen;Secret;Rainbow;40{r};Troop;Lyrdhin;;9;When this enters the battlegrounds, you create a random rose in your hand.|When this is destroyed, you create a random Fruit from the Relegatia set in your hand.
M3R7571;Janus, Triangle Virtuoso;Secret;Rainbow;30{r};Troop;Lyrdhin;True;10;When this enters the battlegrounds, you create a random Song from the Relegatia set in your hand.
